,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,minable
3318,T23T23,T23,,,,16697842.0,5.18,0.15,19.05,0
3319,LBLoveBit,LB,,0.0,,16676977.0,,0.84,12.63,0
3320,BABYGROKBaby Grok,BABYGROK,,,,16538851.0,1.89,0.04,-6.68,0
3321,CHMPZChimpzee,CHMPZ,,0.0,,16468411.0,0.21,0.86,2.42,0
3322,POXPollux Coin,POX,,24.0,,16381612.0,0.07,1.13,-2.04,0
3323,RANKERRankerDAO,RANKER,,0.0,,16157856.0,0.83,-3.9,2.02,0
3324,BTCVBitcoin Vault,BTCV,,103.0,,16078652.0,-0.01,-8.57,-5.17,1
3325,NEMSThe Nemesis,NEMS,,2.0,,15999532.0,3.48,14.13,-1.94,0
3326,PLXYPlxyer,PLXY,,2.0,,15971490.0,-1.41,2.91,1.91,0
3327,RSTRaini Studios Token,RST,,2.0,,15905223.0,1.23,4.88,-9.33,0
3328,PUPPIESI love puppies,PUPPIES,,,,15902385.0,-0.43,-7.77,-21.34,0
3329,XOXXOX Labs,XOX,,2.0,,15860405.0,0.0,-0.45,-8.18,0
3330,LOVELove Monster,LOVE,,0.0,,15829608.0,2.42,7.83,-16.49,0
3331,WSBWall Street Baby,WSB,,,,15819509.0,0.14,-1.98,-5.15,0
3332,SEXYEthXY,SEXY,,27.0,,15803819.0,0.28,-7.91,-7.99,0
3333,PEANIEPeanie,PEANIE,,0.0,,15771770.0,2.42,-4.2,9.69,0
3334,JANStorm Warfare,JAN,,1.0,,15770852.0,-0.09,-0.3,-14.95,0
3335,BinaryX (old),,,,,,,,,
3336,Inscribe,,,,,,,,,
3337,ONEG8.ONE,,,,,,,,,
3338,Chihuahua,,,,,,,,,
3339,STYLE Protocol,,,,,,,,,
3340,Archway,,,,,,,,,
3341,BITCOIN FUTURE,,,,,,,,,
3342,WINR Protocol,,,,,,,,,
3343,Ctomorrow Platform,,,,,,,,,
3344,Divergence,,,,,,,,,
3345,Renq Finance,,,,,,,,,
3346,Vera,,,,,,,,,
3347,Devour,,,,,,,,,
3348,Agoric,,,,,,,,,
3349,Cosmic Network,,,,,,,,,
3350,FPSWeb3War,FPS,,3.0,,15220517.0,0.01,2.86,0.26,0
3351,DGIDGI Game,DGI,,1.0,,15200236.0,0.99,-0.04,-4.75,0
3352,FINEFine,FINE,,,,15178703.0,-0.42,-12.76,-15.29,0
3353,KCAKEKittyCake,KCAKE,,0.0,,15156336.0,-0.02,-0.05,-1.85,0
3354,GAMIGAMI World,GAMI,,7.0,,15154333.0,-0.1,-0.32,-0.13,0
3355,AIAAIA Chain,AIA,,0.0,,15133384.0,-0.8,19.5,29.68,0
3356,SOLALASolala,SOLALA,,0.0,,15126457.0,0.39,3.25,-6.3,0
3357,RBTRIBBIT,RBT,,0.0,,15091988.0,0.25,16.93,19.23,0
3358,CBSLCeBioLabs,CBSL,,9.0,,14994006.0,0.47,-0.36,0.08,0
3359,FAKEAIDeepFakeAI,FAKEAI,,0.0,,14987163.0,0.16,-0.4,-17.78,0
3360,ARBUZARBUZ,ARBUZ,,0.0,,14959370.0,2.68,17.18,-5.09,0
3361,TDROPThetaDrop,TDROP,,0.0,,14957952.0,1.2,2.23,-0.42,0
3362,AIEPKEpiK Protocol,AIEPK,,1.0,,14919477.0,0.04,-0.34,-1.55,0
3363,UPTOSUPTOS,UPTOS,,0.0,,14915804.0,1.13,-3.05,-17.29,0
3364,ICELANDICE LAND,ICELAND,,,,14879916.0,11.9,19.7,-29.32,0
3365,CYCONCONUN,CYCON,,0.0,,14856214.0,-0.04,-1.89,-7.75,0
3366,ACTAcet,ACT,,0.0,,14846950.0,0.08,-10.78,-27.36,0
3367,CVXFXSConvex FXS,CVXFXS,,198.0,,14845030.0,0.0,-3.88,-15.43,0
3368,TYTBounty Temple,TYT,,13.0,,14843862.0,-1.4,-7.48,-12.77,0
3369,INDEXIndex Cooperative,INDEX,,272.0,,14782936.0,-0.26,-3.32,2.44,0
3370,PLNPollen,PLN,,0.0,,14713998.0,-0.18,-0.53,13.71,0
3371,THTThought,THT,,2.0,,14696638.0,0.28,-4.92,26.08,0
3372,OXOX Coin,OX,,1.0,,14664172.0,-0.56,-10.42,7.06,0
3373,CBABCreBit,CBAB,,0.0,,14542488.0,-2.57,-24.25,-85.06,0
3374,CHMBChumbi Valley,CHMB,,0.0,,14505014.0,0.91,-8.34,-27.36,0
3375,EUROEEUROe Stablecoin,EUROE,,92.0,,14453269.0,2.39,0.76,2.44,0
3376,MAGATRUMP,MAGA,,0.0,,14444756.0,-0.23,0.14,7.66,0
3377,INUHarryPotterObamaInu,INU,,0.0,,14409119.0,0.0,-0.02,9.91,0
3378,WASWasder,WAS,,1.0,,14402525.0,-0.4,-2.78,2.68,0
3379,SUIPSuiPad,SUIP,,3.0,,14392927.0,-0.15,-12.39,18.4,0
3380,USABased USA,USA,,0.0,,14342768.0,-4.0,15.37,-10.9,0
3381,TRUMPMAGA,TRUMP,,4.0,,14303792.0,-0.1,0.19,-0.08,0
3382,WELSHWelshcorgicoin,WELSH,,0.0,,14290272.0,1.5,1.08,2.05,0
3383,TNDTendaCoin,TND,,,,14250461.0,-0.01,0.24,0.6,0
3384,MKTMikeToken,MKT,,,,14250712.0,0.01,1.11,6.57,0
3385,LQLiqwid Finance,LQ,,82.0,,14178352.0,1.47,2.69,-8.0,0
3386,BABYPEPEBaby Pepe,BABYPEPE,,0.0,,14169088.0,-3.25,-13.77,-21.73,0
3387,BOGGYBoggy Coin,BOGGY,,0.0,,14142464.0,2.91,-30.04,21.04,0
3388,ZAMZamio,ZAM,,0.0,,14124353.0,-0.09,-0.56,-18.18,0
3389,EGGJustAnEGG,EGG,,1.0,,14102904.0,-6.65,-8.58,-12.15,0
3390,SKAISkillful AI,SKAI,,8.0,,14050241.0,0.23,-0.47,-22.37,0
3391,FJTFuji,FJT,,0.0,,14040142.0,-0.14,-0.01,-0.27,0
3392,BOBEBOOK OF BILLIONAIRES,BOBE,,0.0,,14025536.0,0.47,-3.37,-47.94,0
3393,UAHGUAHg,UAHG,,2.0,,14019778.0,-0.41,-2.1,-3.23,0
3394,SVPNShadow Node,SVPN,,0.0,,14011181.0,-0.25,-7.24,-19.86,0
3395,JUSDTTON Bridged USDT,JUSDT,,83.0,,13954178.0,-0.55,-0.34,-0.55,0
3396,PIINpiin (Ordinals),PIIN,,0.0,,13899345.0,-0.12,-0.91,-17.94,0
3397,STOGStooges,STOG,,0.0,,13859284.0,0.79,-1.22,-12.3,0
3398,DOGE20Dogecoin20,DOGE20,,0.0,,13846264.0,-0.8,-6.35,-16.25,0
3399,COVNCovenant,COVN,,7.0,,13841090.0,0.13,1.23,81.78,0
3400,COWCashCow,COW,,18.0,,13819808.0,-0.69,2.59,-5.3,0
3401,SMXSnapmuse.io,SMX,,1.0,,13777076.0,-0.33,1.29,-8.0,0
3402,SMLSmell Token,SML,,0.0,,13770733.0,-0.11,-2.81,-27.23,0
3403,$INRInery,$INR,,1.0,,13673836.0,0.43,-1.2,-11.44,0
3404,BABYPEPEBaby Pepe,BABYPEPE,,0.0,,13658312.0,0.13,11.68,2.71,0
3405,MXMMixMob,MXM,,2.0,,13638282.0,0.9,-3.12,3.0,0
3406,DICKadDICKted,DICK,,2.0,,13577189.0,0.31,-0.76,-23.92,0
3407,NAINuklai,NAI,,1.0,,13575604.0,-0.88,-3.78,-18.85,0
3408,VESVestate,VES,,1.0,,13575520.0,-0.73,0.33,-1.74,0
3409,POLYDOGEPolyDoge,POLYDOGE,,,,13567425.0,0.84,-2.86,-2.23,0
3410,QIQiSwap,QI,,1.0,,13485216.0,1.28,-0.55,68.64,0
3411,ECOXECOx,ECOX,,10.0,,13409017.0,2.6,21.11,49.05,0
3412,SPRTSportium,SPRT,,0.0,,13316794.0,-1.5,4.82,7.41,0
3413,LFGOLets Fuckin Go,LFGO,,0.0,,13316210.0,6.18,2.12,-33.85,0
3414,VDTVendetta,VDT,,3.0,,13228911.0,0.31,3.54,-5.45,0
3415,ICIcy,IC,,0.0,,13138440.0,,-1.69,-1.6,0
3416,BOLTBOLT,BOLT,,0.0,,13113736.0,-1.3,-0.6,-9.31,0
3417,WCWC Token,WC,,,,13091452.0,-1.38,2.56,-4.65,0
3418,NXQNexQloud,NXQ,,1858.0,,13081270.0,0.01,-0.01,18.09,0
3419,XRGBXRGB,XRGB,,3.0,,13042044.0,0.31,-2.95,-34.67,0
3420,MVXMetavault Trade,MVX,,124.0,,13040542.0,0.24,-1.36,-2.03,0
3421,JTCJurat,JTC,,4481.0,,13034866.0,0.44,-2.09,0.18,0
3422,WBSWhite Boy Summer,WBS,,0.0,,13028106.0,-0.25,10.7,89.42,0
3423,NWSNodewaves,NWS,,0.0,,12928538.0,0.83,2.01,5.25,0
3424,ABLAirbloc,ABL,,0.0,,12920776.0,0.38,-1.94,0.55,0
3425,UBSNSilent Notary,UBSN,,0.0,,12874373.0,3.61,12.9,38.45,0
3426,KALISKALICHAIN,KALIS,,5.0,,12871535.0,-0.29,0.46,-0.24,0
3427,MKMeme Kombat,MK,,12.0,,12838234.0,12.59,12.41,20.89,0
3428,VTVirtual Tourist,VT,,1.0,,12822210.0,-0.38,0.07,-1.39,0
3429,TKAITAIKAI,TKAI,,1.0,,12774471.0,0.23,0.19,,0
3430,FLDTFluidTokens,FLDT,,11.0,,12739418.0,0.01,6.83,3.67,0
3431,INSCINSC (Ordinals),INSC,,7.0,,12737832.0,0.91,1.06,7.17,0
3432,MMPROMMPRO Token,MMPRO,,10.0,,12715882.0,-0.04,0.03,-8.59,0
3433,PEPEPEPE 0x69 ON BASE,PEPE,,,,12679410.0,0.37,-6.84,-10.28,0
3434,UXDUXD Stablecoin,UXD,,83.0,,12679494.0,,,-0.02,0
3435,BABYBaby,BABY,,0.0,,12664387.0,3.43,1.15,-15.89,0
3436,LIGOLIGO,LIGO,,0.0,,12663219.0,0.0,-1.45,-2.28,0
3437,MMMetaMecha,MM,,0.0,,12826216.0,0.72,0.47,6.62,0
3438,PEIPEIPeiPei (BSC),PEIPEI,,,,12654289.0,-1.77,-30.75,67.37,0
3439,PMEpco metaverse,PME,,3.0,,12640768.0,0.08,-0.95,-1.02,0
3440,fercFairERC20,ferc,,1.0,,12565320.0,-1.66,-3.46,-5.33,0
3441,KTKingdomX,KT,,0.0,,12510237.0,0.01,-0.34,-1.89,0
3442,BRETTBrett (SOL),BRETT,,0.0,,12511071.0,2.94,-14.28,9.53,0
3443,$PELFPELFORT,$PELF,,0.0,,12490457.0,2.4,5.9,0.62,0
3444,NALSNALS (Ordinals),NALS,,8.0,,12461496.0,-0.47,-7.96,-1.15,0
3445,ZENIQZeniq,ZENIQ,,2.0,,12448727.0,-4.4,13.1,14.01,0
3446,PIPi,PI,,3224.0,,12436542.0,0.07,-1.19,-0.29,0
3447,FORWARDForward Protocol,FORWARD,,0.0,,12431450.0,-0.41,-7.94,-7.94,0
3448,EXITEXIT Designer Token,EXIT,,277.0,,12362930.0,,-0.39,-0.07,0
3449,VPTorah Network,VP,,12.0,,12352998.0,-12.02,-6.04,34.69,0
3450,OSHIOshi Token,OSHI,,2.0,,12322869.0,0.35,-1.41,-21.69,0
3451,JOTCHUAPerro Dinero,JOTCHUA,,0.0,,12291154.0,-1.03,19.74,10.77,0
3452,GNUSGENIUS AI,GNUS,,263.0,,12278719.0,-0.33,-4.45,-8.35,0
3453,LMEOWlmeow,LMEOW,,1.0,,12232899.0,1.12,-8.21,-12.37,0
3454,BIRDDOGBird Dog,BIRDDOG,,0.0,,12225972.0,2.44,-5.3,-37.27,0
3455,EShibEuro Shiba Inu,EShib,,,,12224052.0,-1.63,139.64,-6.91,0
3456,ZIKZik coin,ZIK,,0.0,,12216458.0,0.31,-1.19,7.34,0
3457,THLThala,THL,,48.0,,12253430.0,0.45,1.08,-5.71,0
3458,BISKITBiskit Protocol,BISKIT,,6.0,,12200433.0,0.29,-4.68,-5.13,0
3459,KATTKatt Daddy,KATT,,0.0,,12177315.0,-1.06,-16.86,-46.57,0
3460,SPCStorepay,SPC,,0.0,,12120729.0,-2.36,-2.11,0.36,0
3461,TARDTard,TARD,,0.0,,12107292.0,2.87,21.41,208.33,0
3462,LANDWOLFLANDWOLF,LANDWOLF,,,,12021411.0,-12.45,-42.09,-63.6,0
3463,KTCKTX.Finance,KTC,,25.0,,12018908.0,-0.02,-0.94,2.68,0
3464,UTFantaverse,UT,,1.0,,11996874.0,0.2,-0.27,5.69,0
3465,COLTCollateral Network,COLT,,0.0,,11989279.0,-5.98,-8.14,-8.67,0
3466,BLACKBLACKHOLE PROTOCOL,BLACK,,,,11977845.0,0.11,-19.75,-70.21,0
3467,BAGtehBag,BAG,,0.0,,11977011.0,0.53,-1.95,1.15,0
3468,OCTOctopus Network,OCT,,13.0,,11977094.0,-0.24,5.39,10.83,0
3469,PORTXChainPort,PORTX,,0.0,,11976927.0,-1.87,-25.4,-11.83,0
3470,SISealwifhat,SI,,0.0,,11943126.0,9.52,15.97,-22.16,0
3471,oGPUOpenGPU,oGPU,,48.0,,11941540.0,-3.48,-12.2,-18.49,0
3472,EXTRAExtra Finance,EXTRA,,6.0,,11879029.0,0.26,-3.74,-11.36,0
3473,IMAROIMARO,IMARO,,0.0,,11851403.0,7.96,,-5.2,0
3474,STONKSStonks,STONKS,,0.0,,11849317.0,-0.45,-0.1,-6.89,0
3475,PREAIPredict Crypto,PREAI,,0.0,,11827450.0,0.0,-0.62,19.91,0
3476,Temtum,,,,,,,,,
3477,Marvelous NFTs (Bad Days),,,,,,,,,
3478,Florence Finance Medici,,,,,,,,,
3479,PL^Gnet,,,,,,,,,
3480,Iron Fish,,,,,,,,,
3481,Success Kid,,,,,,,,,
3482,Lanify,,,,,,,,,
3483,Artizen,,,,,,,,,
3484,Devve,,,,,,,,,
3485,Colony,,,,,,,,,
3486,AsMatch,,,,,,,,,
3487,CRAZY FROG,,,,,,,,,
3488,Mahabibi Bin Solman,,,,,,,,,
3489,SubQuery Network,,,,,,,,,
3490,DORK LORD,,,,,,,,,
3491,Shitcoin,,,,,,,,,
3492,BTAF token,,,,,,,,,
3493,Nova finance,,,,,,,,,
3494,AlienForm,,,,,,,,,
3495,Equilibrium Games,,,,,,,,,
3496,MIA,,,,,,,,,
3497,Sophon (Atomicals),,,,,,,,,
3498,Baby Doge CEO,,,,,,,,,
3499,Truebit,,,,,,,,,
3500,IDOIdexo Token,IDO,,1.0,,11313504.0,,-0.02,4.6,0
3501,INTLIntelly,INTL,,9.0,,11308329.0,-0.44,-0.4,-0.46,0
3502,MOCHIMochi (New),MOCHI,,0.0,,11280871.0,-0.07,-8.12,-11.07,0
3503,ANONAnon,ANON,,1.0,,11247320.0,0.6,2.87,-6.61,0
3504,LISRealis Network,LIS,,0.0,,11244816.0,0.51,-3.44,1.11,0
3505,FOMOFather Of Meme: Origin,FOMO,,0.0,,11223617.0,0.29,-2.16,-16.97,0
3506,MTHNMTH Network,MTHN,,69.0,,11201584.0,-0.49,0.99,-0.6,0
3507,APPADappad,APPA,,1.0,,11165362.0,1.87,-5.16,-9.25,0
3508,STFStructure finance,STF,,0.0,,11129808.0,1.88,-1.38,-1.44,0
3509,MGPMagpie,MGP,,9.0,,11122798.0,0.56,0.03,7.93,0
3510,SHIBDOGEShibaDoge,SHIBDOGE,,,,11110112.0,-1.06,-18.81,-35.03,0
3511,C4EC4E,C4E,,5.0,,11081068.0,-0.22,-0.2,-0.94,0
3512,MYTHMythos,MYTH,,29.0,,11076477.0,0.01,3.44,17.94,0
3513,MAZIMaziMatic,MAZI,,0.0,,11057699.0,0.4,0.04,-3.66,0
3514,NGCNAGA,NGC,,2.0,,11032077.0,0.31,3.21,3.12,0
3515,HAOHistoryDAO,HAO,,0.0,,11026485.0,0.49,-5.99,-16.14,0
3516,KLSKarlsen,KLS,,0.0,,11024899.0,-1.13,5.09,6.85,0
3517,GENOMEGenomesDao,GENOME,,1.0,,11020058.0,-0.16,-0.07,15.77,0
3518,CRCapitalrock,CR,,55.0,,10967562.0,-0.05,-2.52,-4.23,0
3519,TOONPontoon,TOON,,0.0,,10932342.0,-0.18,-0.43,-0.82,0
3520,MMFMM Finance (Polygon),MMF,,0.0,,10908639.0,-1.1,-27.58,-29.52,0
3521,APETARDIOApetardio,APETARDIO,,0.0,,10893450.0,-1.36,19.53,14.55,0
3522,$REFLECT$REFLECT,$REFLECT,,0.0,,10864322.0,,0.3,0.61,0
3523,EJSEnjinstarter,EJS,,0.0,,10783449.0,-0.73,-5.73,-10.33,0
3524,BMONEYB-money,BMONEY,,,,10780111.0,-1.73,106.49,-2.77,0
3525,IUSIustitia Coin,IUS,,0.0,,10763002.0,-1.41,-7.87,-0.41,0
3526,SCSSolcasino Token,SCS,,1.0,,10729284.0,1.14,4.15,9.64,0
3527,PAYUPlatform of meme coins,PAYU,,,,10710338.0,0.48,1.7,37.73,0
3528,HODLHODL,HODL,,,,10666105.0,0.15,-10.1,-14.13,0
3529,DEBTThe Debt Box,DEBT,,372.0,,10664769.0,-0.08,-11.01,-11.46,0
3530,NETTNetswap,NETT,,19.0,,10663684.0,0.48,-0.41,-5.16,0
3531,EQXEQIFI,EQX,,1.0,,10662516.0,0.34,-1.06,-3.21,0
3532,TROGTrog,TROG,,0.0,,10650915.0,-3.4,-5.31,-17.97,0
3533,CLHClearDAO,CLH,,0.0,,10601840.0,-0.29,-6.73,-24.29,0
3534,BABYLONGBABYLONG,BABYLONG,,0.0,,10582060.0,0.6,-13.62,4.14,0
3535,SPURDOspurdo,SPURDO,,,,10576886.0,-1.33,-3.82,6.63,0
3536,FHB,,,,,,,,,
3537,Digital Asset Rights Token,,,,,,,,,
3538,PrivateAI,,,,,,,,,
3539,GTA Token,,,,,,,,,
3540,Jackal Protocol,,,,,,,,,
3541,Floyx,,,,,,,,,
3542,Flame Protocol,,,,,,,,,
3543,BAMBIT,,,,,,,,,
3544,HeadStarter,,,,,,,,,
3545,Call of Memes Yachts Club,,,,,,,,,
3546,Golden Token,,,,,,,,,
3547,Aventis AI,,,,,,,,,
3548,socrates,,,,,,,,,
3549,Gamia,,,,,,,,,
3550,Fanzee,,,,,,,,,
3551,KAKAXA,,,,,,,,,
3552,Bobaoppa,,,,,,,,,
3553,Family,,,,,,,,,
3554,BNB DOG INU,,,,,,,,,
3555,Capybara,,,,,,,,,
3556,Thing,,,,,,,,,
3557,T-Project,,,,,,,,,
3558,DCMDucky City,DCM,,0.0,,10174525.0,,-5.65,-14.32,0
3559,CBPCashBackPro,CBP,,44.0,,10157583.0,0.56,-5.86,2.38,0
3560,MOLLARSMollarsToken,MOLLARS,,19.0,,10120193.0,0.72,-8.35,-23.15,0
3561,SHARKSharky,SHARK,,3.0,,10093819.0,0.9,-10.27,-6.48,0
3562,LEGIONLEGION,LEGION,,1.0,,10054343.0,-0.52,-12.74,-51.52,0
3563,KBCKarbun,KBC,,239.0,,10044328.0,0.46,0.28,0.12,0
3564,BOREDBORED,BORED,,0.0,,10033645.0,0.2,-1.67,-0.97,0
3565,RWTRWT TOKEN,RWT,,0.0,,10018038.0,0.93,-1.23,-22.93,0
3566,OLEAOlea Token,OLEA,,0.0,,9978311.0,0.26,-12.59,-30.17,0
3567,BCATBilliCat,BCAT,,0.0,,9960784.0,0.04,,1.97,0
3568,MEANMean DAO,MEAN,,2.0,,9957112.0,0.27,2.78,7.35,0
3569,MZKMuziKoin,MZK,,0.0,,9932408.0,0.95,-2.28,0.21,0
3570,GMGM Wagmi,GM,,0.0,,9917468.0,-0.11,0.77,10.59,0
3571,ICEPopsicle Finance,ICE,,0.0,,9910625.0,-0.27,-1.82,-12.17,0
3572,DTBXDotblox,DTBX,,2.0,,9909790.0,0.01,0.37,14.26,0
3573,HBARXHBARX,HBARX,,8.0,,9896937.0,0.1,1.29,-1.95,0
3574,BOOPBoop,BOOP,,0.0,,9840435.0,0.07,-0.17,-16.73,0
3575,CHWYCHEWY (Ethereum),CHWY,,,,9816398.0,1.97,-83.96,-83.96,0
3576,DVRSDaoVerse,DVRS,,0.0,,9814228.0,0.02,1.23,9.0,0
3577,RADXRadx AI,RADX,,0.0,,9807134.0,0.1,1.78,5.12,0
3578,ARBIArbiPad,ARBI,,0.0,,9800040.0,0.26,0.57,0.99,0
3579,JJJEJE,JJ,,,,9784850.0,0.51,-11.04,20.17,0
3580,DPXDopex,DPX,,1574.0,,9782013.0,-0.1,-0.85,0.51,0
3581,NEUROSShockwaves,NEUROS,,2.0,,9777923.0,0.7,-6.81,19.23,0
3582,TOADTOAD,TOAD,,0.0,,9762066.0,-1.06,-81.62,-68.51,0
3583,HOMHomeety,HOM,,3.0,,9701057.0,0.02,-0.03,-0.12,0
3584,AURAAura Network,AURA,,2.0,,9688287.0,-0.28,-1.84,-3.77,0
3585,REALRealy,REAL,,4.0,,9680025.0,0.27,3.46,7.47,0
3586,TOTOTOTO,TOTO,,,,9654569.0,0.0,-0.02,-3.76,0
3587,BVTBovineVerse Token,BVT,,1.0,,9649061.0,-0.94,2.34,-6.58,0
3588,PORTPort Finance,PORT,,0.0,,9646474.0,8.83,-9.77,-0.13,0
3589,LOVEDeesse,LOVE,,0.0,,9644137.0,-6.31,-24.36,-25.15,0
3590,BXRBlockster,BXR,,0.0,,9634122.0,0.0,-0.02,8.32,0
3591,UNMDUtility Nexusmind,UNMD,,831.0,,9630366.0,0.37,-2.12,0.23,0
3592,XFLOKIXFLOKI,XFLOKI,,,,9621269.0,0.0,-0.03,-0.11,0
3593,Y8UY8U,Y8U,,3.0,,9609668.0,0.04,-0.34,-0.8,0
3594,BBTBitBook,BBT,,0.0,,9597316.0,0.41,-0.59,-1.27,0
3595,TROVEArbitrove Protocol,TROVE,,0.0,,9586383.0,0.38,-0.49,-0.17,0
3596,LYFLillian Token,LYF,,0.0,,9586633.0,0.01,0.81,8.67,0
3597,KUROKurobi,KURO,,0.0,,9566686.0,-0.17,14.56,-0.26,0
3598,ICPXIcrypex token,ICPX,,97.0,,9563014.0,0.66,-0.06,-3.87,0
3599,CRAZYCrazy Frog,CRAZY,,0.0,,9547657.0,-0.06,0.2,11.07,0
3600,GMRGAMER,GMR,,0.0,,9540146.0,-1.17,-8.68,-11.73,0
3601,TBDTHE BIG DEBATE,TBD,,0.0,,9535138.0,-3.92,-22.23,-19.72,0
3602,RELRelation Labs,REL,,0.0,,9523203.0,0.18,-0.35,-22.19,0
3603,SCTSuperCells Token,SCT,,1.0,,9518279.0,-0.11,-5.02,-14.96,0
3604,HOMEOtterHome,HOME,,0.0,,9509599.0,-20.35,138.71,114.49,0
3605,DSFRDigital Swiss Franc,DSFR,,0.0,,9492573.0,-0.01,-0.01,-0.12,0
3606,STONKSHarryPotterObamaWallStreetBets10Inu,STONKS,,3.0,,9491572.0,,0.98,9.11,0
3607,CROWDCrowdSwap,CROWD,,1.0,,9433818.0,1.86,-0.03,-18.66,0
3608,21X21X,21X,,0.0,,9419713.0,1.89,5.5,70.74,0
3609,EVUEvulus Token,EVU,,0.0,,9403188.0,0.01,-0.02,-0.87,0
3610,$TOADToad,$TOAD,,,,9396678.0,2.39,23.94,3.24,0
3611,SIMPSO-COL,SIMP,,0.0,,9362543.0,0.06,-2.71,-11.36,0
3612,CCASHC-cash,CCASH,,0.0,,9348522.0,1.07,0.42,-10.29,0
3613,GTCOINGametree,GTCOIN,,0.0,,9344015.0,-0.07,3.78,-20.65,0
3614,MCONTENTMContent,MCONTENT,,,,9343764.0,-0.01,-3.54,-6.14,0
3615,MOOLADegen Forest,MOOLA,,8.0,,9315304.0,0.22,1.58,88.24,0
3616,GTNRelictum Pro,GTN,,0.0,,9285760.0,0.18,-0.58,2.35,0
3617,MOGGOMOGGO,MOGGO,,6.0,,9288430.0,1.99,2.79,17.54,0
3618,DOGGODOGGO,DOGGO,,,,9252876.0,1.63,11.01,11.95,0
3619,YOMYOM,YOM,,5.0,,9247702.0,1.85,-20.13,-19.7,0
3620,RSReadySwap,RS,,88.0,,9240107.0,2.56,-6.04,-21.29,0
3621,FTHMFathom Protocol,FTHM,,4.0,,9213400.0,0.65,-2.15,0.29,0
3622,OCHOrchai,OCH,,36.0,,9208392.0,0.13,-3.19,-3.57,0
3623,SEEDBonsai3,SEED,,1.0,,9204970.0,0.0,-7.14,-20.07,0
3624,FOREFORE Protocol,FORE,,1.0,,9161905.0,0.73,-0.82,6.24,0
3625,BOXContentBox,BOX,,0.0,,9157565.0,-13.81,-2.43,-3.17,0
3626,OBICOINOBI Real Estate,OBICOIN,,5.0,,9143544.0,0.19,-2.06,0.23,0
3627,JOLTJoltify,JOLT,,23.0,,9140873.0,0.5,-2.94,-2.36,0
3628,CLNXColoniume Network,CLNX,,6.0,,9135281.0,1.45,4.5,1.2,0
3629,GVLGreever,GVL,,11.0,,9122762.0,0.02,0.49,-2.04,0
3630,USTCTerra Classic USD (Wormhole),USTC,,1.0,,9109742.0,0.54,-0.98,-0.16,0
3631,RECAThe Resistance Cat,RECA,,44.0,,9101146.0,-1.24,-1.23,-14.59,0
3632,PCDPhecda,PCD,,34.0,,9069932.0,-0.03,-5.54,-21.21,0
3633,SOBASol Bastard,SOBA,,0.0,,9069682.0,3.15,4.96,35.45,0
3634,RUMRUM - Pirates of Arrland Token,RUM,,0.0,,9068263.0,0.05,-11.23,-27.44,0
3635,SUSHISushi Fighter,SUSHI,,10311.0,,9063673.0,0.52,0.83,-99.99,0
3636,catscats (Ordinals),cats,,0.0,,9054242.0,-9.91,-9.63,-10.21,0
3637,HOPHop Protocol,HOP,,2.0,,9038134.0,0.06,-2.86,9.13,0
3638,QSWAPQuantum Network,QSWAP,,0.0,,9032876.0,-13.32,-8.0,-17.31,0
3639,TRUMPMAGA,TRUMP,,,,8983134.0,0.17,-11.7,-3.74,0
3640,LIONKing Of Meme,LION,,,,8970948.0,0.11,-0.34,-36.52,0
3641,KAIKinetixFi,KAI,,1.0,,8961768.0,0.74,-6.42,-16.99,0
3642,PEDROPedro The Raccoon,PEDRO,,1.0,,8950000.0,1.68,-1.71,-2.92,0
3643,UPDOGWhat's Updog,UPDOG,,0.0,,8942322.0,1.42,-1.95,-15.51,0
3644,$TDThe Big Red,$TD,,0.0,,8914363.0,1.55,1.34,17.49,0
3645,BXCBitcoinX,BXC,,0.0,,8896586.0,-5.27,10.73,-15.23,0
3646,PEPENEXT GEN PEPE,PEPE,,1.0,,8882481.0,2.01,16.77,-28.1,0
3647,WITWitnet,WIT,,0.0,,8856024.0,0.11,2.76,-5.54,0
3648,DOKYDonkey King,DOKY,,0.0,,8836578.0,2.51,13.5,8.38,0
3649,DVINCIDavinci Jeremie,DVINCI,,0.0,,8825394.0,2.64,-16.21,-4.52,0
3650,CONANConan,CONAN,,0.0,,8819135.0,-1.93,-11.72,-24.39,0
3651,M87MESSIER,M87,,0.0,,8771312.0,6.36,52.82,104.77,0
3652,FLCFloor Protocol,FLC,,0.0,,8703626.0,0.53,-1.03,-5.24,0
3653,AUCAdvanced Project,AUC,,19.0,,8679923.0,0.35,-13.58,-27.82,0
3654,INSiNFTspace,INS,,0.0,,8664984.0,-1.15,0.47,0.79,0
3655,USDC(WormHole)USD Coin (Wormhole),USDC(WormHole),,83.0,,8640781.0,0.03,0.13,0.14,0
3656,KRRXKyrrex,KRRX,,9.0,,8642033.0,0.64,0.73,2.2,0
3657,BDROPBlockDrop,BDROP,,11.0,,8592624.0,1.26,0.29,10.23,0
3658,WGTWeb3Games.com,WGT,,0.0,,8585614.0,0.28,-2.62,-34.97,0
3659,FJBFJB,FJB,,0.0,,8578686.0,2.19,18.03,-70.51,0
3660,ANUSUranus (SOL),ANUS,,0.0,,8567419.0,3.42,-11.37,-13.19,0
3661,SCBSacabam,SCB,,,,8560409.0,3.24,-0.83,3.94,0
